5.641750060021877	0
6.696708034723997	1
21.74700004979968	2
22.809374961070716	3
23.803750053048134	4
24.728624965064228	5
39.647875004448	6
40.5688330065459	7
41.49175004567951	8
42.40904201287776	9
43.34583296440542	10
58.320999960415065	11
59.240874950774014	12
60.1589169818908	13
61.077582999132574	14
76.00037497468293	15
76.92129199858755	16
77.82887504436076	17
78.81049998104572	18
79.82333295512944	19
80.84233303088695	20
95.76941700652242	21
96.68766695540398	22
97.61337505187839	23
98.58020802494138	24
113.55350003577769	25
114.50174998026341	26
115.44587498065084	27
116.38866702560335	28
117.33841698151082	29
131.9350419798866	30
133.00445897039026	31
134.0363749768585	32
134.96799999848008	33
135.90787502471358	34
136.83866697829217	35
137.94583396520466	36
138.98058398626745	37
139.96041705831885	38
160.54845904000103	39
161.50937497150153	40
162.43791696615517	41
163.37600001133978	42
164.5793750649318	43
179.52833406161517	44
180.58412498794496	45
181.79420905653387	46
182.72979196626693	47
183.6553750326857	48
198.88295896817	49
200.08708396926522	50
201.19591697584838	51
202.12991698645055	52
217.12070901412517	53
218.06104201823473	54
219.11012497730553	55
220.1396250165999	56
221.06162505224347	57
233.92200004309416	58
235.0400839932263	59
236.07133398763835	60
251.62450002972037	61
252.89441703353077	62
254.01145906653255	63
270.07791702635586	64
271.1551249958575	65
272.19320903532207	66
273.28016702085733	67
282.42395899724215	68
297.23683395422995	69
298.2457090402022	70
299.29962498135865	71
300.379708991386	72
304.55708398949355	73
314.7680420661345	74
315.8230420667678	75
316.85783399734646	76
331.8847919581458	77
332.8847090015188	78
333.83366698399186	79
334.7748749656603	80
343.9537499798462	81
345.00883403234184	82
355.2036250475794	83
356.2072920612991	84
357.2162090567872	85
371.6210420243442	86
372.5934170652181	87
373.56108403764665	88
374.5742499595508	89
375.5343339871615	90
376.53158395551145	91
377.533792052418	92
378.5552920307964	93
379.6215420588851	94
380.64058404415846	95
381.6519590327516	96
382.6363750267774	97
384.5127089880407	98
386.0633750446141	99
